상세도로망 Level6 링크ID,도로등급,링크 길이,도로명,시도명,시군구명,읍면동명,시간적범위,평일주말,혼잡시간강도
54610078502,103,0.038,백운2로,전라남도,광양시,진상면,전일,평일,94
54610005402,103,0.043,백운3로,전라남도,광양시,진상면,전일,평일,89.5
54610005401,103,0.043,백운3로,전라남도,광양시,진상면,전일,평일,95
54610078102,103,0.044,백운2로,전라남도,광양시,진상면,전일,평일,93.1
54610078101,103,0.044,백운2로,전라남도,광양시,진상면,전일,평일,98.2
54610051401,103,0.049,백운3로,전라남도,광양시,진상면,전일,평일,77.4
54610051402,103,0.049,백운3로,전라남도,광양시,진상면,전일,평일,82
54610077801,103,0.074,백운2로,전라남도,광양시,진상면,전일,평일,97.6
54610222002,103,0.088,백운3로,전라남도,광양시,진상면,전일,평일,97.3
54610222001,103,0.088,백운3로,전라남도,광양시,진상면,전일,평일,99.8
54610082502,103,0.091,백운3로,전라남도,광양시,진상면,전일,평일,91.6
54610082501,103,0.091,백운3로,전라남도,광양시,진상면,전일,평일,96.6
54610051601,103,0.102,백운3로,전라남도,광양시,진상면,전일,평일,75
54610051602,103,0.102,백운3로,전라남도,광양시,진상면,전일,평일,81.4
54610197401,103,0.116,백운3로,전라남도,광양시,진상면,전일,평일,70.7
54610197402,103,0.116,백운3로,전라남도,광양시,진상면,전일,평일,77.7
54610221601,103,0.136,백운2로,전라남도,광양시,진상면,전일,평일,100
54610221602,103,0.136,백운2로,전라남도,광양시,진상면,전일,평일,100
54610197802,103,0.149,백운3로,전라남도,광양시,진상면,전일,평일,68.4
54610197801,103,0.149,백운3로,전라남도,광양시,진상면,전일,평일,82.9
54610078801,103,0.179,백운2로,전라남도,광양시,진상면,전일,평일,87.8
54610078802,103,0.179,백운2로,전라남도,광양시,진상면,전일,평일,92.9
54610042502,103,1.052,백운3로,전라남도,광양시,진상면,전일,평일,87.7
54610042501,103,1.052,백운3로,전라남도,광양시,진상면,전일,평일,92.4
54610041202,103,1.176,백운3로,전라남도,광양시,진상면,전일,평일,99.4
54610041201,103,1.176,백운3로,전라남도,광양시,진상면,전일,평일,99.8
54610047402,103,1.356,백운2로,전라남도,광양시,진상면,전일,평일,89.3
54610047401,103,1.356,백운2로,전라남도,광양시,진상면,전일,평일,92.8
53780418801,103,0.005,섬진강매화로,전라남도,광양시,진월면,전일,평일,99.8
53780415401,103,0.007,선소중앙길,전라남도,광양시,진월면,전일,평일,99.5
53780417401,103,0.008,백운1로,전라남도,광양시,진월면,전일,평일,100
53780415001,103,0.01,선소중앙길,전라남도,광양시,진월면,전일,평일,99.1
53780412601,103,0.011,백운1로,전라남도,광양시,진월면,전일,평일,99.2
53780412801,103,0.011,백운1로,전라남도,광양시,진월면,전일,평일,100
53780415801,103,0.011,섬진강매화로,전라남도,광양시,진월면,전일,평일,99.7
53780419001,103,0.012,백운2로,전라남도,광양시,진월면,전일,평일,100
53780417201,103,0.013,백운1로,전라남도,광양시,진월면,전일,평일,100
53780417001,103,0.013,백운2로,전라남도,광양시,진월면,전일,평일,100
53780413001,103,0.014,백운2로,전라남도,광양시,진월면,전일,평일,99.7
53780413201,103,0.016,백운2로,전라남도,광양시,진월면,전일,평일,100
53780421002,103,0.017,백운2로,전라남도,광양시,진월면,전일,평일,98.9
53780421001,103,0.017,백운2로,전라남도,광양시,진월면,전일,평일,100
54710513102,103,0.019,,전라남도,광양시,진월면,전일,평일,53.6
54710513101,103,0.019,,전라남도,광양시,진월면,전일,평일,90.5
53780369202,103,0.024,백운1로,전라남도,광양시,진월면,전일,평일,97.1
53780369201,103,0.024,백운1로,전라남도,광양시,진월면,전일,평일,98.3
53780421601,103,0.026,백운2로,전라남도,광양시,진월면,전일,평일,99.7
53780421602,103,0.026,백운2로,전라남도,광양시,진월면,전일,평일,100
53780368401,103,0.027,백운1로,전라남도,광양시,진월면,전일,평일,97.2
53780368402,103,0.027,백운1로,전라남도,광양시,진월면,전일,평일,97.9
53780233902,103,0.039,백운1로,전라남도,광양시,진월면,전일,평일,67.5
53780233901,103,0.039,백운1로,전라남도,광양시,진월면,전일,평일,88.3
53780233801,103,0.145,백운1로,전라남도,광양시,진월면,전일,평일,70.1
53780233802,103,0.145,백운1로,전라남도,광양시,진월면,전일,평일,92.7
53780393401,103,0.238,백운2로,전라남도,광양시,진월면,전일,평일,96
53780393402,103,0.238,백운2로,전라남도,광양시,진월면,전일,평일,96.5
54710514802,103,0.281,,전라남도,광양시,진월면,전일,평일,64.7
54710514801,103,0.281,,전라남도,광양시,진월면,전일,평일,94.4
53780240302,103,0.338,백운1로,전라남도,광양시,진월면,전일,평일,94
53780240301,103,0.338,백운1로,전라남도,광양시,진월면,전일,평일,96.8
53780367602,103,0.42,백운1로,전라남도,광양시,진월면,전일,평일,90
53780367601,103,0.42,백운1로,전라남도,광양시,진월면,전일,평일,94.2
54710515002,103,0.846,,전라남도,광양시,진월면,전일,평일,78.9
54710515001,103,0.846,,전라남도,광양시,진월면,전일,평일,94.4
53780238301,103,0.026,백운1로,전라남도,광양시,태인동,전일,평일,100
53780480701,103,0.031,백운1로,전라남도,광양시,태인동,전일,평일,88.7
53780480702,103,0.031,백운1로,전라남도,광양시,태인동,전일,평일,98.2
53780237801,103,0.035,백운1로,전라남도,광양시,태인동,전일,평일,100
53780237802,103,0.035,백운1로,전라남도,광양시,태인동,전일,평일,100
53780238201,103,0.039,태인길,전라남도,광양시,태인동,전일,평일,99.9
53780259002,103,0.044,백운1로,전라남도,광양시,태인동,전일,평일,99.9
53780259001,103,0.044,백운1로,전라남도,광양시,태인동,전일,평일,100
53780266702,103,0.05,백운1로,전라남도,광양시,태인동,전일,평일,98.5
53780266701,103,0.05,백운1로,전라남도,광양시,태인동,전일,평일,98.5
53780258901,103,0.05,백운1로,전라남도,광양시,태인동,전일,평일,99.9
53780258902,103,0.05,백운1로,전라남도,광양시,태인동,전일,평일,100
53780267402,103,0.061,백운1로,전라남도,광양시,태인동,전일,평일,99.1
53780267401,103,0.061,백운1로,전라남도,광양시,태인동,전일,평일,99.4
53780267202,103,0.071,백운1로,전라남도,광양시,태인동,전일,평일,98.4
53780267201,103,0.071,백운1로,전라남도,광양시,태인동,전일,평일,99.2
53780254401,103,0.092,백운1로,전라남도,광양시,태인동,전일,평일,98
53780254402,103,0.092,백운1로,전라남도,광양시,태인동,전일,평일,98.3
53780449002,103,0.095,백운1로,전라남도,광양시,태인동,전일,평일,83.3
53780449001,103,0.095,백운1로,전라남도,광양시,태인동,전일,평일,87.6
53780448801,103,0.118,백운1로,전라남도,광양시,태인동,전일,평일,75.1
53780448802,103,0.118,백운1로,전라남도,광양시,태인동,전일,평일,84.8
53780267302,103,0.144,백운1로,전라남도,광양시,태인동,전일,평일,99.9
53780267301,103,0.144,백운1로,전라남도,광양시,태인동,전일,평일,99.7
53780188402,103,0.182,백운1로,전라남도,광양시,태인동,전일,평일,99.8
53780188401,103,0.182,백운1로,전라남도,광양시,태인동,전일,평일,100
53780267002,103,0.207,백운1로,전라남도,광양시,태인동,전일,평일,98.2
53780267001,103,0.207,백운1로,전라남도,광양시,태인동,전일,평일,98.8
53780402802,103,0.277,백운1로,전라남도,광양시,태인동,전일,평일,92.2
53780402801,103,0.277,백운1로,전라남도,광양시,태인동,전일,평일,95
53780254302,103,0.342,백운1로,전라남도,광양시,태인동,전일,평일,98
53780254301,103,0.342,백운1로,전라남도,광양시,태인동,전일,평일,99.5
53780237902,103,0.369,백운1로,전라남도,광양시,태인동,전일,평일,100
53780237901,103,0.369,백운1로,전라남도,광양시,태인동,전일,평일,100
53780480602,103,0.503,백운1로,전라남도,광양시,태인동,전일,평일,90.6
53780480601,103,0.503,백운1로,전라남도,광양시,태인동,전일,평일,94.5
53780258101,103,0.018,태인4길,전라남도,광양시,태인동,전일,평일,99.8
53780258102,103,0.018,태인4길,전라남도,광양시,태인동,전일,평일,100
53780431802,103,0.021,산업로,전라남도,광양시,태인동,전일,평일,91.4
53780431801,103,0.021,산업로,전라남도,광양시,태인동,전일,평일,88.7
53780432201,103,0.024,산업로,전라남도,광양시,태인동,전일,평일,83.5
53780432202,103,0.024,산업로,전라남도,광양시,태인동,전일,평일,88.9
53780257002,103,0.052,태인4길,전라남도,광양시,태인동,전일,평일,99.3
53780257001,103,0.052,태인4길,전라남도,광양시,태인동,전일,평일,99.8
53780258301,103,0.064,태인4길,전라남도,광양시,태인동,전일,평일,99.6
53780258302,103,0.064,태인4길,전라남도,광양시,태인동,전일,평일,99.6
53780258201,103,0.069,태인4길,전라남도,광양시,태인동,전일,평일,99.6
53780258202,103,0.069,태인4길,전라남도,광양시,태인동,전일,평일,99.9
53780257901,103,0.077,태인4길,전라남도,광양시,태인동,전일,평일,99.9
53780257902,103,0.077,태인4길,전라남도,광양시,태인동,전일,평일,100
53780257301,103,0.124,태인4길,전라남도,광양시,태인동,전일,평일,99
53780257302,103,0.124,태인4길,전라남도,광양시,태인동,전일,평일,99.4
53780432002,103,0.169,산업로,전라남도,광양시,태인동,전일,평일,89.7
53780432001,103,0.169,산업로,전라남도,광양시,태인동,전일,평일,93.4
53780257202,103,0.253,태인4길,전라남도,광양시,태인동,전일,평일,100
53780257201,103,0.253,태인4길,전라남도,광양시,태인동,전일,평일,100
53780255801,103,0.256,산업로,전라남도,광양시,태인동,전일,평일,92.6
53780255802,103,0.256,산업로,전라남도,광양시,태인동,전일,평일,95.3
53780255302,103,0.395,산업로,전라남도,광양시,태인동,전일,평일,94.2
53780255301,103,0.395,산업로,전라남도,광양시,태인동,전일,평일,96.4
53780431601,103,0.445,산업로,전라남도,광양시,태인동,전일,평일,86.6
53780431602,103,0.445,산업로,전라남도,광양시,태인동,전일,평일,86.5
54610221702,105,0.016,옥진로,전라남도,광양시,진상면,전일,평일,94.8
54610221701,105,0.016,옥진로,전라남도,광양시,진상면,전일,평일,86.7
54610221301,105,0.026,백운2로,전라남도,광양시,진상면,전일,평일,100
54610223802,105,0.058,옥진로,전라남도,광양시,진상면,전일,평일,39.2
54610223801,105,0.058,옥진로,전라남도,광양시,진상면,전일,평일,44.4
54610079301,105,0.102,옥진로,전라남도,광양시,진상면,전일,평일,93.6
54610079302,105,0.102,옥진로,전라남도,광양시,진상면,전일,평일,96.1
54610003602,105,0.11,옥진로,전라남도,광양시,진상면,전일,평일,31.6
54610003601,105,0.11,옥진로,전라남도,광양시,진상면,전일,평일,92.7
54610223702,105,0.176,옥진로,전라남도,광양시,진상면,전일,평일,38.5
54610223701,105,0.176,옥진로,전라남도,광양시,진상면,전일,평일,35.7
54610221802,105,0.199,옥진로,전라남도,광양시,진상면,전일,평일,69
54610221801,105,0.199,옥진로,전라남도,광양시,진상면,전일,평일,82.4
54610128802,105,0.448,옥진로,전라남도,광양시,진상면,전일,평일,40.3
54610128801,105,0.448,옥진로,전라남도,광양시,진상면,전일,평일,37.6
54610127601,105,0.745,옥진로,전라남도,광양시,진상면,전일,평일,70.4
54610127602,105,0.745,옥진로,전라남도,광양시,진상면,전일,평일,85.8
54610086502,106,0.014,섬진강매화로,전라남도,광양시,다압면,전일,평일,99.7
54610086501,106,0.014,섬진강매화로,전라남도,광양시,다압면,전일,평일,100
54610140401,106,0.015,섬진강매화로,전라남도,광양시,다압면,전일,평일,99.8
54610140402,106,0.015,섬진강매화로,전라남도,광양시,다압면,전일,평일,100
54610141602,106,0.017,섬진강매화로,전라남도,광양시,다압면,전일,평일,99.3
54610141601,106,0.017,섬진강매화로,전라남도,광양시,다압면,전일,평일,100
54610196002,106,0.02,섬진강매화로,전라남도,광양시,다압면,전일,평일,96.1
54610196001,106,0.02,섬진강매화로,전라남도,광양시,다압면,전일,평일,98.1
54620057902,106,0.028,섬진강매화로,전라남도,광양시,다압면,전일,평일,98.3
54620057901,106,0.028,섬진강매화로,전라남도,광양시,다압면,전일,평일,99.5
54620058301,106,0.04,섬진강매화로,전라남도,광양시,다압면,전일,평일,95.2
54620058302,106,0.04,섬진강매화로,전라남도,광양시,다압면,전일,평일,99.6
54610140202,106,0.041,섬진강매화로,전라남도,광양시,다압면,전일,평일,95.5
54610140201,106,0.041,섬진강매화로,전라남도,광양시,다압면,전일,평일,99.9
54610085702,106,0.063,지막길,전라남도,광양시,다압면,전일,평일,95.9
54610085701,106,0.063,지막길,전라남도,광양시,다압면,전일,평일,98.5
54620057701,106,0.077,섬진강매화로,전라남도,광양시,다압면,전일,평일,88.4
54620057702,106,0.077,섬진강매화로,전라남도,광양시,다압면,전일,평일,98.9
54620092301,106,0.119,섬진강매화로,전라남도,광양시,다압면,전일,평일,90.9
54620092302,106,0.119,섬진강매화로,전라남도,광양시,다압면,전일,평일,97.2
54610196201,106,0.134,섬진강매화로,전라남도,광양시,다압면,전일,평일,83.1
54610196202,106,0.134,섬진강매화로,전라남도,광양시,다압면,전일,평일,92
54610119501,106,0.139,지막길,전라남도,광양시,다압면,전일,평일,97.9
54610119502,106,0.139,지막길,전라남도,광양시,다압면,전일,평일,99.3
54610033601,106,0.154,섬진강매화로,전라남도,광양시,다압면,전일,평일,77.3
54610033602,106,0.154,섬진강매화로,전라남도,광양시,다압면,전일,평일,80.9
54620092402,106,0.176,섬진강매화로,전라남도,광양시,다압면,전일,평일,95.8
54620092401,106,0.176,섬진강매화로,전라남도,광양시,다압면,전일,평일,99.5
54620027002,106,0.189,섬진강매화로,전라남도,광양시,다압면,전일,평일,94
54620027001,106,0.189,섬진강매화로,전라남도,광양시,다압면,전일,평일,99.3
54610193601,106,0.225,섬진강매화로,전라남도,광양시,다압면,전일,평일,98.3
54610193602,106,0.225,섬진강매화로,전라남도,광양시,다압면,전일,평일,98.7
54610095301,106,0.24,신원길,전라남도,광양시,다압면,전일,평일,95.4
54610095302,106,0.24,신원길,전라남도,광양시,다압면,전일,평일,99.6
54610212102,106,0.417,섬진강매화로,전라남도,광양시,다압면,전일,평일,93.4
54610212101,106,0.417,섬진강매화로,전라남도,광양시,다압면,전일,평일,92.3
54610109601,106,0.443,신원길,전라남도,광양시,다압면,전일,평일,99
54610109602,106,0.443,신원길,전라남도,광양시,다압면,전일,평일,99.4
54620191802,106,0.469,섬진강매화로,전라남도,광양시,다압면,전일,평일,71.3
54620191801,106,0.469,섬진강매화로,전라남도,광양시,다압면,전일,평일,82.5
54610186801,106,0.495,섬진강매화로,전라남도,광양시,다압면,전일,평일,95.9
53680035001,101,0.242,남해고속도로(순천부산),전라남도,광양시,골약동,전일,평일,61.1
53680031601,101,0.264,남해고속도로(순천부산),전라남도,광양시,골약동,전일,평일,33.5
53680032201,101,0.554,남해고속도로(순천부산),전라남도,광양시,골약동,전일,평일,54.9
53680032901,101,0.979,남해고속도로(순천부산),전라남도,광양시,골약동,전일,평일,24.9
53680034801,101,0.116,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,35.1
53680033601,101,0.117,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,59.8
53680034101,101,0.172,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,54.5
53680032101,101,0.188,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,39.6
53680034001,101,0.217,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,48.3
53680033701,101,0.298,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,49.5
53580086801,101,0.395,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,20
53580031701,101,0.562,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,29.2
53580032301,101,4.239,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,29.2
53580073501,101,4.357,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,38.7
53581301401,101,5.054,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,30.5
53581301001,101,5.413,남해고속도로(순천부산),전라남도,광양시,광양읍,전일,평일,36
53680033101,101,0.069,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,30
53680033501,101,0.069,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,35.1
53680034301,101,0.07,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,48.7
53680034201,101,0.076,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,31.5
53680032701,101,0.079,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,40.2
53680032601,101,0.085,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,40.2
53680032301,101,0.135,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,34.6
53680032401,101,0.136,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,31.3
53680033201,101,0.342,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,30.3
53680032801,101,0.467,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,35.5
53680032501,101,0.471,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,32.2
53680033301,101,0.552,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,29.8
53680031801,101,0.715,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,34.3
53680031901,101,0.724,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,31
53680033001,101,0.873,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,26.7
53680034601,101,1.173,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,34.7
53680033401,101,1.175,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,31.3
53680034401,101,1.301,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,36
53680034501,101,1.725,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,33.3
53680034701,101,1.735,남해고속도로(순천부산),전라남도,광양시,옥곡면,전일,평일,33.3
53780011201,101,0.242,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,47.7
53780011701,101,0.274,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,60
53780012201,101,0.369,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,33.4
53780012301,101,0.413,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,47.3
53780011601,101,0.508,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,40.5
53680034901,101,0.592,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,32.3
53780011001,101,0.757,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,48.8
53780011401,101,0.761,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,38.6
53780011301,101,1.429,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,44.4
53780011101,101,1.802,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,38
53680032001,101,3.245,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,35.4
53680031701,101,3.993,남해고속도로(순천부산),전라남도,광양시,진월면,전일,평일,35.6
53581094201,101,0.197,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,43.6
53581094601,101,0.197,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,65
53581095801,101,0.238,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,67.2
53581096201,101,0.238,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,80.5
53581125201,101,0.4,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,95.4
53581125601,101,0.402,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,97.2
53581125001,101,0.43,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,92.8
53581125401,101,0.431,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,96.7
53581093801,101,0.544,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,46.6
53581093401,101,0.549,순천완주고속도로,전라남도,광양시,광양읍,전일,평일,34.9
53680859201,103,0.01,,전라남도,광양시,진월면,전일,평일,100
53680859202,103,0.01,,전라남도,광양시,진월면,전일,평일,100
53680858901,103,0.03,백운2로,전라남도,광양시,진월면,전일,평일,100
53680859101,103,0.031,,전라남도,광양시,진월면,전일,평일,100
53680859102,103,0.031,,전라남도,광양시,진월면,전일,평일,100
53680857401,103,0.057,,전라남도,광양시,진월면,전일,평일,98.5
53680859502,103,0.35,,전라남도,광양시,진월면,전일,평일,85.3
53680859501,103,0.35,,전라남도,광양시,진월면,전일,평일,87.5
53680859601,103,1.571,,전라남도,광양시,진월면,전일,평일,8.5
53680859602,103,1.571,,전라남도,광양시,진월면,전일,평일,14.3
53680047602,103,0.004,백운로,전라남도,광양시,골약동,전일,평일,38.7
53680047601,103,0.004,백운로,전라남도,광양시,골약동,전일,평일,42.6
53680266501,103,0.017,백운로,전라남도,광양시,골약동,전일,평일,89.8
53680028501,103,0.026,백운로,전라남도,광양시,골약동,전일,평일,41.3
53680028502,103,0.026,백운로,전라남도,광양시,골약동,전일,평일,43.1
53680267702,103,0.029,백운로,전라남도,광양시,골약동,전일,평일,85
53680267701,103,0.029,백운로,전라남도,광양시,골약동,전일,평일,88.6
53680345901,103,0.036,백운로,전라남도,광양시,골약동,전일,평일,54.6
53680345902,103,0.036,백운로,전라남도,광양시,골약동,전일,평일,74.2
53680267501,103,0.036,백운로,전라남도,광양시,골약동,전일,평일,83.8
53680267502,103,0.036,백운로,전라남도,광양시,골약동,전일,평일,86.9
53680230401,103,0.043,백운로,전라남도,광양시,골약동,전일,평일,77.3
53680230402,103,0.043,백운로,전라남도,광양시,골약동,전일,평일,78.3
53680336301,103,0.052,백운로,전라남도,광양시,골약동,전일,평일,43.8
53680336302,103,0.052,백운로,전라남도,광양시,골약동,전일,평일,44.7
53680337701,103,0.068,백운로,전라남도,광양시,골약동,전일,평일,56.3
53680337702,103,0.068,백운로,전라남도,광양시,골약동,전일,평일,64.1
53680351902,103,0.074,백운로,전라남도,광양시,골약동,전일,평일,99.8
53680351901,103,0.074,백운로,전라남도,광양시,골약동,전일,평일,99.6
53680514101,103,0.077,백운로,전라남도,광양시,골약동,전일,평일,39.4
53680514102,103,0.077,백운로,전라남도,광양시,골약동,전일,평일,61.7
53680028401,103,0.079,백운로,전라남도,광양시,골약동,전일,평일,42.5
53680028402,103,0.079,백운로,전라남도,광양시,골약동,전일,평일,44.7
53680337501,103,0.101,백운로,전라남도,광양시,골약동,전일,평일,55.9
53680337502,103,0.101,백운로,전라남도,광양시,골약동,전일,평일,59.7
53680352101,103,0.113,백운로,전라남도,광양시,골약동,전일,평일,98.9
53680352102,103,0.113,백운로,전라남도,광양시,골약동,전일,평일,99.8
53680511902,103,0.2,백운로,전라남도,광양시,골약동,전일,평일,61.6
53680511901,103,0.2,백운로,전라남도,광양시,골약동,전일,평일,71.1
53680457202,103,0.203,백운로,전라남도,광양시,골약동,전일,평일,93.5
53680457201,103,0.203,백운로,전라남도,광양시,골약동,전일,평일,97.2
53680040602,103,0.209,백운로,전라남도,광양시,골약동,전일,평일,34
53680040601,103,0.209,백운로,전라남도,광양시,골약동,전일,평일,34.3
53680336001,103,0.259,백운로,전라남도,광양시,골약동,전일,평일,61.7
53680336002,103,0.259,백운로,전라남도,광양시,골약동,전일,평일,67.2
53680251802,103,0.274,백운로,전라남도,광양시,골약동,전일,평일,37.2
53680251801,103,0.274,백운로,전라남도,광양시,골약동,전일,평일,42
53680337601,103,0.285,백운로,전라남도,광양시,골약동,전일,평일,47.3
53680337602,103,0.285,백운로,전라남도,광양시,골약동,전일,평일,62.4
53680267801,103,0.35,백운로,전라남도,광양시,골약동,전일,평일,92
